Subscription ID,Subscription Type,Duration (Days)
30891,monthly,2526
30893,yearly,4748
30892,yearly,7671
25923,yearly,9131
25921,one-off,0
25920,one-off,0
25927,yearly,6574
25926,monthly,334
25924,yearly,7670
25929,daily,37
23458,monthly,1856
23451,daily,48
23452,monthly,2678
23455,monthly,2344
23454,monthly,1522
6124,daily,38
6127,daily,22
6121,monthly,1370
53655,yearly,10592
6128,yearly,10957
53652,one-off,0
42914,daily,5
42917,monthly,2495
42916,yearly,1461
42910,yearly,9497
42912,yearly,6210
16230,one-off,0
16235,daily,35
37588,monthly,153
51824,one-off,0
37583,daily,10
54921,monthly,670
37586,yearly,8036
36031,one-off,0
36030,monthly,1643
36032,daily,40
36035,one-off,0
33209,yearly,6940
14388,monthly,518
18602,yearly,15706
14382,monthly,1461
14381,daily,35
14380,monthly,2281
18607,monthly,1947
14385,yearly,8400
39756,daily,9
39752,one-off,0
44079,yearly,8036
44076,daily,50
50540,yearly,9862
41758,yearly,7670
41759,monthly,1703
12978,one-off,0
41752,daily,45
12977,daily,44
41750,monthly,1888
12975,one-off,0
41756,yearly,5479
12973,monthly,1918
12971,yearly,6575
7083,yearly,7671
7089,yearly,13149
9806,one-off,0
8170,yearly,2557
8172,daily,49
8173,yearly,9862
8176,yearly,4748
8177,yearly,1096
15478,daily,50
6948,monthly,1643
35829,daily,20
15472,one-off,0
15473,one-off,0
15470,one-off,0
6947,yearly,9862
15477,daily,25
6945,monthly,273
6944,yearly,9862
40404,daily,31
40407,one-off,0
40401,daily,40
40402,yearly,9131
40408,daily,42
47751,one-off,0
47752,yearly,6940
47754,one-off,0
47756,yearly,9862
47757,monthly,2101
28977,one-off,0
28976,daily,21
28974,monthly,791
28973,one-off,0
28972,monthly,852
28971,daily,30
13736,one-off,0
13734,yearly,7305
13733,yearly,4748
21233,monthly,2374
13730,daily,13
22501,monthly,2739
11380,daily,24
11381,monthly,1977
43279,monthly,1157
43278,daily,14
11384,monthly,972
11385,daily,26
11388,monthly,1095
43271,one-off,0
43277,yearly,6574
43276,yearly,11323
55702,daily,51
19157,monthly,122
19153,daily,47
19152,yearly,8401
52268,monthly,426
52269,daily,13
52267,yearly,4383
52262,daily,21
52263,yearly,1461
43181,one-off,0
43180,monthly,793
43182,daily,45
43187,yearly,8036
43186,monthly,2252
43188,monthly,2129
40607,yearly,8401
52948,yearly,4018
40605,one-off,0
44987,monthly,2131
26478,yearly,4383
52942,monthly,1278
46009,daily,11
46003,daily,47
46000,yearly,6574
42587,daily,26
42584,yearly,6209
46004,monthly,1430
7866,one-off,0
7862,yearly,8401
8556,monthly,1461
7869,yearly,10957
16818,monthly,2069
42632,monthly,181
42633,daily,27
42636,one-off,0
50359,daily,28
42639,one-off,0
16814,monthly,1400
16817,yearly,2922
16816,monthly,580
12128,yearly,3653
12120,daily,54
12122,daily,54
12125,daily,4
12124,daily,41
12127,yearly,14975
12126,yearly,8401
53607,yearly,8035
57986,monthly,1583
57987,one-off,0
53602,yearly,6210
57982,yearly,5478
57989,yearly,6575
10419,daily,52
10418,monthly,214
9322,one-off,0
9324,one-off,0
46510,monthly,1370
8941,one-off,0
8943,yearly,1095
8942,monthly,973
54956,monthly,2253
54954,yearly,5479
8948,daily,21
54958,daily,34
54959,yearly,8766
21724,daily,36
48365,daily,18
48366,yearly,6940
48367,daily,41
48360,daily,51
48361,yearly,9131
48369,one-off,0
26975,yearly,4748
26977,daily,22
26978,yearly,2191
49947,monthly,2253
49946,yearly,10592
49944,daily,11
49942,daily,33
49941,daily,41
49940,daily,41
58188,one-off,0
58181,yearly,5479
58180,monthly,2038
58185,daily,47
58187,yearly,10592
45060,yearly,2922
45062,monthly,1979
45063,monthly,1552
45064,daily,50
48097,one-off,0
45067,monthly,2099
45069,monthly,761
48098,one-off,0
47958,yearly,13514
44332,monthly,1370
44331,yearly,5478
44330,monthly,365
44336,monthly,1216
44335,daily,22
44339,yearly,10958
24238,monthly,2495
54377,monthly,912
54372,one-off,0
28562,yearly,9497
54371,one-off,0
24232,yearly,13149
24233,yearly,4748
24234,monthly,2251
28569,yearly,4749
24237,daily,30
34208,monthly,973
34202,yearly,3288
34203,daily,28
34204,daily,25
34205,yearly,6209
34206,daily,39
34207,daily,20
35159,daily,36
35153,one-off,0
35152,yearly,2922
35151,one-off,0
35157,monthly,181
35155,yearly,10592
28692,one-off,0
28693,yearly,9131
28691,yearly,8036
28696,daily,45
28697,yearly,5844
28695,yearly,4749
28699,one-off,0
51473,monthly,1369
51470,monthly,1216
23618,monthly,1856
51479,one-off,0
23616,monthly,2099
27768,yearly,5479
27763,yearly,13514
27761,monthly,911
27767,daily,11
32310,daily,48
32311,monthly,1796
32314,one-off,0
55932,monthly,2161
55931,yearly,5844
55930,yearly,10592
32318,monthly,669
32319,one-off,0
53956,daily,26
51298,yearly,5113
55938,monthly,1642
52929,yearly,4018
52928,monthly,760
52925,daily,28
52924,monthly,2708
52926,daily,14
25613,monthly,549
25615,yearly,9497
25617,monthly,397
26492,yearly,3288
26493,monthly,730
26491,daily,3
26494,yearly,3652
26495,monthly,457
5548,monthly,730
26140,yearly,12053
26142,yearly,9132
26143,yearly,5478
26145,daily,36
26146,daily,52
26147,one-off,0
26148,one-off,0
26149,monthly,1612
21379,monthly,1400
5545,one-off,0
47461,yearly,10227
4826,daily,52
4824,daily,49
4825,daily,48
4823,daily,54
4820,daily,8
4821,monthly,851
33449,daily,53
33443,one-off,0
33444,monthly,1676
36541,monthly,1674
36545,yearly,8036
36547,one-off,0
36549,one-off,0
34943,yearly,12053
34942,one-off,0
34940,daily,36
18447,monthly,1735
18440,monthly,761
18443,daily,27
15675,yearly,3287
15676,one-off,0
15677,daily,34
15672,one-off,0
15679,monthly,1218
47376,monthly,1614
21370,yearly,10227
47377,daily,7
33991,yearly,9862
33992,one-off,0
33995,daily,15
33997,monthly,1399
33999,daily,52
21371,one-off,0
53851,one-off,0
5897,yearly,2557
39342,monthly,1858
39343,monthly,670
39341,one-off,0
39347,daily,38
39344,one-off,0
39348,daily,27
39349,daily,44
31598,daily,13
31596,daily,48
31595,daily,53
31592,one-off,0
31591,monthly,1005
31590,daily,15
47513,daily,36
47517,yearly,12784
47514,monthly,2406
18760,monthly,911
47518,yearly,1095
48057,monthly,1491
27552,one-off,0
55380,daily,13
55383,monthly,1005
20627,yearly,4748
45167,monthly,669
36768,monthly,976
42033,yearly,4383
42031,yearly,8036
42037,yearly,3652
42034,monthly,304
42035,monthly,2007
6688,daily,39
6680,one-off,0
54941,monthly,791
6356,yearly,8766
6357,yearly,12784
6355,monthly,699
6352,monthly,670
6350,monthly,2220
6358,monthly,1065
6359,monthly,2434
49871,yearly,6575
10166,yearly,9132
10165,one-off,0
10164,yearly,3653
10163,monthly,2495
10162,yearly,10227
10161,one-off,0
10160,daily,6
14888,monthly,518
14889,yearly,6575
14882,yearly,6210
14883,monthly,1553
14884,daily,20
14886,monthly,2435
45262,monthly,1096
45260,monthly,151
42228,yearly,5113
45266,one-off,0
45267,daily,3
45265,daily,40
45268,one-off,0
44135,yearly,4018
44134,yearly,4017
44131,daily,41
44133,monthly,365
54944,yearly,8766
6078,one-off,0
40309,monthly,1338
40303,monthly,1764
40300,monthly,1614
40304,monthly,2284
5476,monthly,2436
14268,daily,4
5473,daily,54
5470,daily,55
14264,monthly,121
14265,yearly,12054
14266,daily,26
14260,one-off,0
14261,daily,17
5478,one-off,0
14263,monthly,1067
45884,monthly,2191
45882,one-off,0
45883,daily,35
45880,yearly,6575
45881,daily,27
29126,monthly,486
25899,monthly,1156
3170,monthly,1034
29900,one-off,0
29903,monthly,1797
29902,monthly,213
29905,daily,22
29904,yearly,5478
29906,monthly,457
29908,one-off,0
47657,monthly,2616
47656,yearly,2191
47651,daily,35
47650,monthly,2741
47652,daily,31
7341,daily,29
47659,daily,35
47658,one-off,0
48931,monthly,426
48930,one-off,0
48933,one-off,0
48932,monthly,1249
48937,monthly,1826
10021,monthly,2042
7543,one-off,0
7544,monthly,214
19349,yearly,15706
16138,one-off,0
51907,one-off,0
51904,daily,46
19340,yearly,10592
16130,monthly,1369
19343,yearly,13880
32321,daily,38
32323,monthly,1736
10998,yearly,2556
10996,one-off,0
10997,yearly,14610
10995,one-off,0
55961,yearly,4383
43028,one-off,0
43029,monthly,2100
43022,yearly,14610
43023,yearly,8401
43020,monthly,1037
43026,one-off,0
43027,monthly,2219
43024,one-off,0
43025,monthly,120
46218,monthly,2679
38983,yearly,6209
46210,yearly,8401
46216,yearly,1096
9429,one-off,0
9428,yearly,4748
11641,daily,45
9420,daily,27
11642,one-off,0
11645,monthly,1857
9424,daily,49
9427,daily,41
9426,monthly,488
17776,daily,20
52764,monthly,2741
17773,yearly,5479
52762,daily,46
52761,yearly,4383
17770,one-off,0
52769,yearly,9862
27943,monthly,608
27942,monthly,1795
27941,daily,55
27940,daily,41
27947,one-off,0
27945,daily,48
42775,monthly,2131
42774,daily,49
42777,monthly,1187
21397,monthly,2252
42773,yearly,5114
42772,monthly,2588
42778,daily,27
45745,monthly,1919
45744,monthly,852
27493,one-off,0
20444,yearly,6940
27495,one-off,0
45740,daily,14
20441,monthly,943
45742,monthly,1187
45749,daily,39
45748,monthly,700
48118,monthly,1369
9289,yearly,7305
9285,yearly,1096
9280,yearly,5844
9282,yearly,4383
30285,monthly,426
53416,yearly,8766
10207,monthly,2618
53414,yearly,8035
53415,yearly,4018
53413,one-off,0
10200,monthly,760
10201,yearly,9861
10208,monthly,426
53419,monthly,1186
37969,monthly,671
37960,yearly,10957
37962,monthly,762
37964,yearly,2557
37965,yearly,6209
37967,yearly,12784
37259,daily,3
34432,monthly,1246
30992,monthly,762
34430,daily,41
30994,monthly,1826
30997,one-off,0
26720,monthly,1308
26721,monthly,1492
50267,monthly,426
26724,yearly,10227
50262,daily,5
26727,one-off,0
26728,monthly,731
50269,monthly,1645
24379,monthly,304
24371,monthly,1400
50190,yearly,4383
50191,daily,39
50196,monthly,549
50195,monthly,2131
50199,yearly,5844
28714,monthly,2680
28719,yearly,11323
32871,one-off,0
55016,yearly,6940
32872,monthly,365
55010,monthly,1611
32874,yearly,1096
55013,monthly,2464
32878,monthly,2738
55019,daily,49
35471,monthly,2435
35472,yearly,6940
35473,daily,33
35476,monthly,1614
35478,daily,30
23808,one-off,0
23809,yearly,3287
23800,yearly,6210
23801,yearly,5844
23805,daily,4
27138,one-off,0
27139,monthly,1126
27133,one-off,0
27130,daily,20
27136,daily,23
27137,monthly,2465
25400,yearly,5114
49741,yearly,14610
25402,one-off,0
25403,yearly,8766
25407,yearly,6940
25408,yearly,9497
42294,yearly,3653
32296,yearly,6940
32292,monthly,427
42292,monthly,2618
32298,monthly,2741
49747,yearly,1826
49746,monthly,2315
23383,yearly,13149
28653,yearly,1461
39962,monthly,1065
39963,yearly,1095
39966,one-off,0
39965,yearly,6575
39968,one-off,0
39969,daily,30
32123,one-off,0
24762,yearly,1826
32127,monthly,2038
32126,one-off,0
32129,monthly,488
32128,one-off,0
26265,monthly,943
56099,yearly,1461
26260,one-off,0
56097,yearly,8401
24765,yearly,2191
26269,monthly,304
56092,one-off,0
57324,monthly,1826
57327,daily,26
57320,one-off,0
57323,one-off,0
37510,daily,5
37513,daily,44
37515,monthly,1522
37517,daily,15
37516,monthly,1399
3798,daily,8
3795,monthly,123
3796,monthly,245
3790,monthly,1797
4980,one-off,0
4982,yearly,4383
4985,one-off,0
4986,monthly,2070
4989,yearly,4749
9268,monthly,2131
14068,one-off,0
14066,yearly,6209
14067,monthly,2557
14064,yearly,4383
14062,one-off,0
14063,one-off,0
14060,daily,8
3241,monthly,1614
3240,yearly,10592
3247,yearly,5479
3246,monthly,548
14117,yearly,2556
38776,one-off,0
38777,monthly,1187
4314,monthly,455
38778,daily,7
31282,one-off,0
30560,daily,7
30562,yearly,4383
30565,one-off,0
30564,daily,14
53000,yearly,7305
30568,one-off,0
31280,one-off,0
40147,yearly,5844
40141,one-off,0
40142,monthly,577
40143,monthly,2529
10615,yearly,2191
40149,daily,47
47496,yearly,5114
47495,monthly,1004
42083,daily,15
18189,one-off,0
18188,yearly,10957
18181,monthly,91
18183,daily,51
10618,monthly,365
43337,yearly,5114
18905,yearly,1461
13676,yearly,9497
6536,monthly,485
30384,daily,14
6534,one-off,0
15003,monthly,1489
6533,yearly,11323
15000,monthly,1734
14116,monthly,336
6538,monthly,1247
6539,yearly,14244
33496,monthly,2010
18474,monthly,182
16008,one-off,0
18621,monthly,1034
31386,daily,55
35800,monthly,1066
31383,yearly,4383
35807,monthly,1432
35806,daily,10
52349,monthly,1857
17358,monthly,1188
4165,monthly,1065
4164,monthly,1765
4163,daily,14
4162,monthly,2373
4160,yearly,4018
4169,yearly,5479
4168,daily,37
15966,yearly,5844
5866,monthly,1947
15968,monthly,2710
48598,monthly,1614
43550,daily,44
43551,monthly,2646
43556,monthly,1400
43554,yearly,6574
43555,monthly,1247
43558,daily,51
19635,yearly,11688
19639,monthly,2739
17570,one-off,0
17573,daily,17
17572,one-off,0
17574,monthly,1706
17577,yearly,3287
17576,one-off,0
17578,daily,31
13402,daily,29
13404,monthly,1796
13406,yearly,2556
41950,yearly,11323
41951,daily,38
41954,daily,33
41956,yearly,8766
46454,monthly,150
46456,daily,13
46457,one-off,0
46451,daily,10
46459,monthly,1005
45187,daily,10
45186,daily,44
45185,monthly,245
20602,yearly,6574
20604,yearly,9132
45181,one-off,0
20609,daily,15
20608,monthly,1400
45188,monthly,426
36517,monthly,731
46983,one-off,0
46980,one-off,0
46981,monthly,1643
42209,monthly,2495
42208,yearly,7305
42205,yearly,2557
42207,monthly,1978
46989,one-off,0
42201,one-off,0
42202,yearly,6209
48465,yearly,15706
48460,one-off,0
44589,one-off,0
7363,yearly,8035
44584,yearly,10227
44585,one-off,0
44586,monthly,2160
17376,yearly,1096
54529,yearly,4018
54528,monthly,2617
54524,daily,44
54522,monthly,639
54521,monthly,2678
11930,yearly,8035
38069,monthly,244
51121,yearly,4383
15949,one-off,0
15940,monthly,395
15941,yearly,2557
15944,yearly,11688
20860,daily,13
52694,yearly,11323
11069,yearly,4018
11068,monthly,549
28269,monthly,1065
28267,monthly,1980
11060,monthly,2101
11063,daily,5
28263,monthly,1372
11064,monthly,1522
28261,one-off,0
8661,daily,3
8662,one-off,0
25560,daily,52
8666,daily,41
8667,one-off,0
17892,daily,55
25567,monthly,1218
17896,one-off,0
25566,one-off,0
51009,daily,38
51005,monthly,2250
51004,monthly,1795
51000,yearly,13880
28842,yearly,2922
28840,monthly,1888
28846,one-off,0
28849,monthly,1158
28848,yearly,12784
8084,one-off,0
8082,monthly,640
8089,one-off,0
25172,monthly,1338
25173,yearly,9131
25174,one-off,0
25177,yearly,1461
10813,yearly,10227
10811,yearly,3653
10810,monthly,2495
10816,monthly,276
10815,yearly,5479
56258,daily,38
56255,daily,17
56253,yearly,4383
56250,monthly,2557
57128,yearly,6209
57125,monthly,1188
57123,daily,9
16309,yearly,4748
16302,one-off,0
16304,monthly,638
16306,daily,38
21219,yearly,9497
21211,daily,12
21210,yearly,8401
21213,monthly,393
21212,one-off,0
21215,monthly,1369
21216,monthly,1188
43615,daily,47
45631,daily,14
43616,one-off,0
43611,daily,26
43610,one-off,0
43613,yearly,13149
48202,yearly,3287
45633,monthly,973
49475,daily,27
49474,one-off,0
49472,yearly,7670
49471,monthly,731
48207,yearly,10592
49479,daily,19
49478,yearly,7670
24569,yearly,12419
48204,yearly,9862
28908,yearly,3652
53337,daily,25
53336,daily,16
53335,monthly,2252
53334,one-off,0
53331,daily,54
36915,yearly,6940
36919,daily,29
53338,yearly,8401
54646,yearly,6210
54647,daily,6
58345,monthly,701
54645,yearly,2557
54642,monthly,912
58342,daily,21
58341,monthly,1400
58340,daily,22
9196,daily,51
58349,daily,45
48706,monthly,1766
48707,yearly,11688
48704,monthly,1675
48701,one-off,0
16918,monthly,669
48709,daily,50
23109,monthly,515
23108,daily,25
23103,monthly,974
23100,one-off,0
23107,yearly,7305
23106,monthly,2130
30819,monthly,973
30814,monthly,184
30817,monthly,2099
30816,yearly,2557
30811,daily,30
30810,monthly,1581
30813,yearly,16071
30812,daily,22
29677,yearly,8766
26884,one-off,0
26880,daily,54
26882,monthly,1826
29678,monthly,486
31148,monthly,823
31141,daily,20
31142,yearly,4018
31144,daily,12
31146,yearly,10227
55198,one-off,0
55190,one-off,0
55193,daily,51
55195,monthly,2163
55197,yearly,8401
55196,yearly,10227
34668,yearly,1826
34662,yearly,9496
34660,monthly,1979
34661,one-off,0
34666,monthly,2283
34664,daily,41
34665,monthly,457
50017,monthly,1917
50011,one-off,0
35399,monthly,1338
50019,monthly,1795
8266,one-off,0
6480,monthly,1612
24564,monthly,1096
3856,daily,53
24658,one-off,0
3855,yearly,12419
28102,monthly,2710
28103,monthly,1065
3850,one-off,0
3851,monthly,1492
24653,monthly,2283
24656,yearly,16437
24654,monthly,1551
3859,yearly,9862
22760,one-off,0
38955,daily,7
38956,yearly,1826
22763,monthly,181
22765,daily,15
38952,monthly,1218
22769,yearly,14976
38958,yearly,2556
35535,monthly,2283
35539,daily,41
35538,one-off,0
31858,daily,6
31859,yearly,2557
31850,monthly,305
31857,yearly,6575
51766,monthly,2070
32621,daily,41
51764,yearly,11323
32623,monthly,427
55222,one-off,0
32627,yearly,12419
32628,daily,19
32629,one-off,0
55228,monthly,1004
56756,yearly,6209
56757,monthly,1186
56754,one-off,0
56755,one-off,0
38486,daily,36
38485,yearly,4383
16324,daily,12
4559,yearly,6940
4556,one-off,0
4557,one-off,0
4555,one-off,0
4552,daily,26
29352,monthly,914
4551,yearly,8401
19513,monthly,122
29354,daily,46
29355,daily,28
27305,yearly,2556
10514,monthly,122
27309,daily,34
27308,monthly,396
25232,monthly,1798
25231,monthly,577
8865,yearly,3652
25237,monthly,1249
25235,one-off,0
54695,one-off,0
25239,monthly,1673
54698,daily,43
21402,yearly,3652
21403,daily,52
33173,monthly,2527
